2,6,3:00,142,328
2,6,3:02,143,328
2,6,3:04,144,328
2,6,3:06,145,328
2,6,3:08,145,329
2,6,3:10,145,330
2,6,3:12,146,330
2,6,3:14,147,330
2,6,3:16,148,330
2,6,3:18,149,330
2,6,3:20,150,330
2,6,3:22,150,331
2,6,3:24,150,332
2,6,3:26,150,333
2,6,3:28,150,334
2,6,3:30,150,335
2,6,3:32,150,336
2,6,3:34,150,337
2,6,3:36,151,337
2,6,3:38,151,338
2,6,3:40,151,339
2,6,3:42,152,339
2,6,3:44,152,340
2,6,3:46,153,340
2,6,3:48,154,340
2,6,3:50,154,341
2,6,3:52,155,341
2,6,3:54,155,342
2,6,3:56,156,342
2,6,3:58,156,343
2,6,4:00,157,343
2,6,4:02,158,343
2,6,4:04,159,343
2,6,4:06,160,343
2,6,4:08,161,343
2,6,4:10,162,343
2,6,4:12,163,343
2,6,4:14,164,343
2,6,4:16,164,344
2,6,4:18,164,345
2,6,4:20,165,345
2,6,4:22,165,346
2,6,4:24,165,347
2,6,4:26,166,347
2,6,4:28,166,348
2,6,4:30,166,349
2,6,4:32,167,349
2,6,4:34,167,350
2,6,4:36,167,351
2,6,4:38,168,351
2,6,4:40,168,352
2,6,4:42,169,352
2,6,4:44,169,353
2,6,4:46,170,353
2,6,4:48,171,353
2,6,4:50,172,353
2,6,4:52,173,353
2,6,4:54,174,353
2,6,4:56,175,353
2,6,4:58,175,354
2,6,5:00,175,355
2,6,5:02,175,356
2,6,5:04,175,357
2,6,5:06,175,358
2,6,5:08,175,359
2,6,5:10,175,360
2,6,5:12,175,361
2,6,5:14,175,362
2,6,5:16,176,362
2,6,5:18,177,362
2,6,5:20,178,362
2,6,5:22,179,362
2,6,5:24,180,362
2,6,5:26,181,362
2,6,5:28,182,362
2,6,5:30,183,362
2,6,5:32,184,362
2,6,5:34,185,362
2,6,5:36,186,362
2,6,5:38,187,362
2,6,5:40,188,362
2,6,5:42,189,362
2,6,5:44,190,362
2,6,5:46,191,362
2,6,5:48,192,362
2,6,5:50,193,362
2,6,5:52,194,362
2,6,5:54,195,362
2,6,5:56,196,362
2,6,5:58,197,362
2,6,6:00,198,362
2,6,6:02,199,362
2,6,6:04,199,363
2,6,6:06,199,364
2,6,6:08,199,365
2,6,6:10,199,366
2,6,6:12,199,367
2,6,6:14,199,368
2,6,6:16,199,369
2,6,6:18,199,370
2,6,6:20,199,371
9,6,3:00,142,328
9,6,3:02,141,328
9,6,3:04,140,328
9,6,3:06,139,328
9,6,3:08,138,328
9,6,3:10,137,328
9,6,3:12,137,329
9,6,3:14,137,330
9,6,3:16,137,331
9,6,3:18,137,332
9,6,3:20,137,333
9,6,3:22,137,334
9,6,3:24,137,335
9,6,3:26,137,336
9,6,3:28,137,337
9,6,3:30,137,338
9,6,3:32,137,339
9,6,3:34,137,340
9,6,3:36,137,341
9,6,3:38,137,342
9,6,3:40,137,343
9,6,3:42,137,344
9,6,3:44,137,345
9,6,3:46,137,346
9,6,3:48,137,347
9,6,3:50,137,348
9,6,3:52,137,349
9,6,3:54,137,350
9,6,3:56,137,351
9,6,3:58,137,352
9,6,4:00,137,353
9,6,4:02,136,353
9,6,4:04,136,354
9,6,4:06,136,355
9,6,4:08,135,355
9,6,4:10,135,356
9,6,4:12,135,357
9,6,4:14,135,358
9,6,4:16,134,358
9,6,4:18,134,359
9,6,4:20,134,360
9,6,4:22,133,360
9,6,4:24,133,361
9,6,4:26,132,361
9,6,4:28,131,361
9,6,4:30,131,362
9,6,4:32,131,363
9,6,4:34,130,363
9,6,4:36,129,363
9,6,4:38,129,364
9,6,4:40,129,365
9,6,4:42,129,366
9,6,4:44,129,367
9,6,4:46,128,367
9,6,4:48,128,368
9,6,4:50,127,368
9,6,4:52,126,368
9,6,4:54,125,368
9,6,4:56,125,369
9,6,4:58,125,370
9,6,5:00,125,371
9,6,5:02,125,372
9,6,5:04,125,373
9,6,5:06,125,374
9,6,5:08,125,375
10,6,3:00,142,328
10,6,3:02,143,328
10,6,3:04,144,328
10,6,3:06,145,328
10,6,3:08,145,329
10,6,3:10,145,330
10,6,3:12,146,330
10,6,3:14,147,330
10,6,3:16,148,330
10,6,3:18,149,330
10,6,3:20,150,330
10,6,3:22,150,331
10,6,3:24,150,332
10,6,3:26,150,333
10,6,3:28,150,334
10,6,3:30,150,335
10,6,3:32,150,336
10,6,3:34,150,337
10,6,3:36,151,337
10,6,3:38,151,338
10,6,3:40,151,339
10,6,3:42,152,339
10,6,3:44,152,340
10,6,3:46,153,340
10,6,3:48,154,340
10,6,3:50,154,341
10,6,3:52,155,341
10,6,3:54,155,342
10,6,3:56,156,342
10,6,3:58,156,343
10,6,4:00,157,343
10,6,4:02,158,343
10,6,4:04,159,343
10,6,4:06,160,343
10,6,4:08,161,343
10,6,4:10,162,343
10,6,4:12,163,343
10,6,4:14,164,343
10,6,4:16,164,344
10,6,4:18,164,345
10,6,4:20,165,345
10,6,4:22,165,346
10,6,4:24,165,347
10,6,4:26,166,347
10,6,4:28,166,348
10,6,4:30,166,349
10,6,4:32,167,349
10,6,4:34,167,350
10,6,4:36,167,351
10,6,4:38,168,351
10,6,4:40,168,352
10,6,4:42,169,352
10,6,4:44,169,353
10,6,4:46,170,353
10,6,4:48,171,353
10,6,4:50,172,353
10,6,4:52,173,353
10,6,4:54,174,353
10,6,4:56,175,353
10,6,4:58,175,354
10,6,5:00,175,355
10,6,5:02,175,356
10,6,5:04,175,357
10,6,5:06,175,358
10,6,5:08,175,359
10,6,5:10,175,360
10,6,5:12,175,361
10,6,5:14,175,362
10,6,5:16,176,362
10,6,5:18,177,362
10,6,5:20,178,362
10,6,5:22,179,362
10,6,5:24,180,362
10,6,5:26,181,362
10,6,5:28,182,362
10,6,5:30,183,362
10,6,5:32,184,362
10,6,5:34,185,362
10,6,5:36,186,362
10,6,5:38,187,362
